GPS_TOW,time,高度,攻角,法向加速度,空速,滚转角,俯仰角
0.0,0.019999999552965164,0.0,0.031001145020127296,0.0,-5.59159517288208,0.0,0.0
0.0,0.03999999910593033,0.0,0.030718401074409485,0.0,-5.580077171325684,0.0,0.0
0.0,0.05999999865889549,0.0,0.04014831408858299,0.0,-5.308272361755371,0.0,0.0
0.0,0.07999999821186066,0.0,0.040195439010858536,0.0,-5.404363632202148,0.0,0.0
0.0,0.10000000149011612,0.0,0.030200038105249405,0.0,-5.660211086273193,0.0,0.0
0.0,0.11999999731779099,0.0,0.030765525996685028,0.0,-5.580077171325684,0.0,0.0
0.0,0.14000000059604645,0.0,0.04050959646701813,0.0,-5.580077171325684,0.0,0.0
0.0,0.1599999964237213,0.0,0.04032110050320625,0.0,-5.580077171325684,0.0,0.0
0.0,0.18000000715255737,0.0,0.04035251960158348,0.0,-5.580077171325684,0.0,0.0
0.0,0.20000000298023224,0.0,0.0314880907535553,0.0,-5.750425815582275,0.0,0.0
0.0,0.2199999988079071,0.0,0.04024256393313408,0.0,-5.660211086273193,0.0,0.0
0.0,0.23999999463558197,0.0,0.040226854383945465,0.0,-5.487063407897949,0.0,0.0
0.0,0.25999999046325684,0.0,0.040289685130119324,0.0,-5.580077171325684,0.0,0.0
0.0,0.2800000011920929,0.0,0.039708491414785385,0.0,-5.404363632202148,0.0,0.0
0.0,0.30000001192092896,0.0,0.03614082187414169,0.0,-5.3924455642700195,0.0,0.0
0.0,0.3199999928474426,0.0,0.04044676572084427,0.0,-5.580077171325684,0.0,0.0
0.0,0.3400000035762787,0.0,0.030812649056315422,0.0,-5.580077171325684,0.0,0.0
0.0,0.36000001430511475,0.0,0.04027397930622101,0.0,-5.580077171325684,0.0,0.0
0.0,0.3799999952316284,0.0,0.04017972946166992,0.0,-5.580077171325684,0.0,0.0
0.0,0.4000000059604645,0.0,0.030985437333583832,0.0,-5.308272361755371,0.0,0.0
0.0,0.41999998688697815,0.0,0.058644093573093414,0.0,-5.739226341247559,0.0,0.0
0.0,0.4399999976158142,0.0,0.04021114483475685,0.0,-5.580077171325684,0.0,0.0
0.0,0.46000000834465027,0.0,0.04027397930622101,0.0,-5.580077171325684,0.0,0.0
0.0,0.47999998927116394,0.0,0.04027397930622101,0.0,-5.660211086273193,0.0,0.0
0.0,0.5,0.0,0.04010118916630745,0.0,-5.3924455642700195,0.0,0.0
0.0,0.5199999809265137,0.0,0.021132472902536392,0.0,-5.487063407897949,0.0,0.0
0.0,0.5400000214576721,0.0,0.030718401074409485,0.0,-5.580077171325684,0.0,0.0
0.0,0.5600000023841858,0.0,0.04939716309309006,0.0,-5.3924455642700195,0.0,0.0
0.0,0.5799999833106995,0.0,0.03995981812477112,0.0,-5.475325584411621,0.0,0.0
0.0,0.6000000238418579,0.0,0.04971132054924965,0.0,-5.487063407897949,0.0,0.0
0.0,0.6200000047683716,0.0,0.030922604724764824,0.0,-5.580077171325684,0.0,0.0
0.0,0.6399999856948853,0.0,0.040572430938482285,0.0,-5.580077171325684,0.0,0.0
0.0,0.6600000262260437,0.0,0.04950711876153946,0.0,-5.3924455642700195,0.0,0.0
0.0,0.6800000071525574,0.0,0.031095393002033234,0.0,-5.487063407897949,0.0,0.0
0.0,0.699999988079071,0.0,0.030765525996685028,0.0,-5.487063407897949,0.0,0.0
0.0,0.7200000286102295,0.0,0.03626648709177971,0.0,-5.487063407897949,0.0,0.0
0.0,0.7400000095367432,0.0,0.030718401074409485,0.0,-5.487063407897949,0.0,0.0
0.0,0.7599999904632568,0.0,0.03986557200551033,0.0,-5.660211086273193,0.0,0.0
0.0,0.7799999713897705,0.0,0.04030539467930794,0.0,-5.487063407897949,0.0,0.0
0.0,0.800000011920929,0.0,0.040368225425481796,0.0,-5.222743034362793,0.0,0.0
0.0,0.8199999928474426,0.0,0.0404781810939312,0.0,-5.487063407897949,0.0,0.0
0.0,0.8399999737739563,0.0,0.036502107977867126,0.0,-5.308272361755371,0.0,0.0
0.0,0.8600000143051147,0.0,0.030749816447496414,0.0,-5.660211086273193,0.0,0.0
0.0,0.8799999952316284,0.0,0.04021114483475685,0.0,-5.487063407897949,0.0,0.0
0.0,0.8999999761581421,0.0,0.04967990517616272,0.0,-5.3924455642700195,0.0,0.0
0.0,0.9200000166893005,0.0,0.04960136488080025,0.0,-5.580077171325684,0.0,0.0
0.0,0.9399999976158142,0.0,0.040289685130119324,0.0,-5.308272361755371,0.0,0.0
0.0,0.9599999785423279,0.0,0.046309564262628555,0.0,-5.222743034362793,0.0,0.0
0.0,0.9800000190734863,0.0,0.05016685277223587,0.0,-5.487063407897949,0.0,0.0
0.0,1.0,0.0,0.04999406263232231,0.0,-5.135789394378662,0.0,0.0
0.0,1.0199999809265137,0.0,0.049868401139974594,0.0,-5.580077171325684,0.0,0.0
0.0,1.0399999618530273,0.0,0.03059273771941662,0.0,-5.404363632202148,0.0,0.0
0.0,1.059999942779541,0.0,0.030749816447496414,0.0,-5.660211086273193,0.0,0.0
0.0,1.0800000429153442,0.0,0.04033681005239487,0.0,-5.3924455642700195,0.0,0.0
0.0,1.100000023841858,0.0,0.04032110050320625,0.0,-5.308272361755371,0.0,0.0
0.0,1.1200000047683716,0.0,0.0364706888794899,0.0,-5.59159517288208,0.0,0.0
0.0,1.1399999856948853,0.0,0.04003835842013359,0.0,-5.761603355407715,0.0,0.0
0.0,1.159999966621399,0.0,0.021619418635964394,0.0,-5.487063407897949,0.0,0.0
