GPS_TOW,time,高度,攻角,法向加速度,空速,滚转角,俯仰角
0.0,0.019999999552965164,0.0,0.03288307040929794,0.0,-6.233610153198242,0.0,0.0
0.0,0.03999999910593033,0.0,0.029165130108594894,0.0,-6.243922710418701,0.0,0.0
0.0,0.05999999865889549,0.0,0.023130930960178375,0.0,-6.076817512512207,0.0,0.0
0.0,0.07999999821186066,0.0,0.037736665457487106,0.0,-6.305446147918701,0.0,0.0
0.0,0.10000000149011612,0.0,0.03278882056474686,0.0,-6.233610153198242,0.0,0.0
0.0,0.11999999731779099,0.0,0.029086589813232422,0.0,-6.233610153198242,0.0,0.0
0.0,0.14000000059604645,0.0,0.03278882056474686,0.0,-6.16093635559082,0.0,0.0
0.0,0.1599999964237213,0.0,0.03853777423501015,0.0,-6.376473426818848,0.0,0.0
0.0,0.18000000715255737,0.0,0.03847493976354599,0.0,-6.233610153198242,0.0,0.0
0.0,0.20000000298023224,0.0,0.028819555416703224,0.0,-6.233610153198242,0.0,0.0
0.0,0.2199999988079071,0.0,0.023335134610533714,0.0,-6.076817512512207,0.0,0.0
0.0,0.23999999463558197,0.0,0.038145072758197784,0.0,-6.16093635559082,0.0,0.0
0.0,0.25999999046325684,0.0,0.023209471255540848,0.0,-6.233610153198242,0.0,0.0
0.0,0.2800000011920929,0.0,0.03277311101555824,0.0,-6.076817512512207,0.0,0.0
0.0,0.30000001192092896,0.0,0.0328359454870224,0.0,-6.002246856689453,0.0,0.0
0.0,0.3199999928474426,0.0,0.03258461877703667,0.0,-6.305446147918701,0.0,0.0
0.0,0.3400000035762787,0.0,0.028850970789790154,0.0,-6.233610153198242,0.0,0.0
0.0,0.36000001430511475,0.0,0.03817649185657501,0.0,-6.066220760345459,0.0,0.0
0.0,0.3799999952316284,0.0,0.032333288341760635,0.0,-6.150484561920166,0.0,0.0
0.0,0.4000000059604645,0.0,0.02897663414478302,0.0,-6.233610153198242,0.0,0.0
0.0,0.41999998688697815,0.0,0.038663435727357864,0.0,-6.076817512512207,0.0,0.0
0.0,0.4399999976158142,0.0,0.029055174440145493,0.0,-6.076817512512207,0.0,0.0
0.0,0.46000000834465027,0.0,0.028788140043616295,0.0,-6.233610153198242,0.0,0.0
0.0,0.47999998927116394,0.0,0.03831786289811134,0.0,-6.376473426818848,0.0,0.0
0.0,0.5,0.0,0.045712660998106,0.0,-6.16093635559082,0.0,0.0
0.0,0.5199999809265137,0.0,0.045618411153554916,0.0,-6.066220760345459,0.0,0.0
0.0,0.5400000214576721,0.0,0.032741695642471313,0.0,-6.376473426818848,0.0,0.0
0.0,0.5600000023841858,0.0,0.03820790722966194,0.0,-6.16093635559082,0.0,0.0
0.0,0.5799999833106995,0.0,0.023036682978272438,0.0,-6.233610153198242,0.0,0.0
0.0,0.6000000238418579,0.0,0.032474663108587265,0.0,-6.233610153198242,0.0,0.0
0.0,0.6200000047683716,0.0,0.0381607823073864,0.0,-6.376473426818848,0.0,0.0
0.0,0.6399999856948853,0.0,0.03847493976354599,0.0,-6.233610153198242,0.0,0.0
0.0,0.6600000262260437,0.0,0.03830215334892273,0.0,-6.305446147918701,0.0,0.0
0.0,0.6800000071525574,0.0,0.029102299362421036,0.0,-6.305446147918701,0.0,0.0
0.0,0.699999988079071,0.0,0.028882386162877083,0.0,-6.16093635559082,0.0,0.0
0.0,0.7200000286102295,0.0,0.0382707379758358,0.0,-6.446718215942383,0.0,0.0
0.0,0.7400000095367432,0.0,0.019399579614400864,0.0,-6.150484561920166,0.0,0.0
0.0,0.7599999904632568,0.0,0.02883526310324669,0.0,-6.233610153198242,0.0,0.0
0.0,0.7799999713897705,0.0,0.028788140043616295,0.0,-5.991518020629883,0.0,0.0
0.0,0.800000011920929,0.0,0.03820790722966194,0.0,-6.150484561920166,0.0,0.0
0.0,0.8199999928474426,0.0,0.03800370171666145,0.0,-6.233610153198242,0.0,0.0
0.0,0.8399999737739563,0.0,0.038145072758197784,0.0,-6.066220760345459,0.0,0.0
0.0,0.8600000143051147,0.0,0.028552519157528877,0.0,-6.150484561920166,0.0,0.0
0.0,0.8799999952316284,0.0,0.03852206468582153,0.0,-6.305446147918701,0.0,0.0
0.0,0.8999999761581421,0.0,0.03820790722966194,0.0,-6.305446147918701,0.0,0.0
0.0,0.9200000166893005,0.0,0.029227962717413902,0.0,-6.150484561920166,0.0,0.0
0.0,0.9399999976158142,0.0,0.029102299362421036,0.0,-6.150484561920166,0.0,0.0
0.0,0.9599999785423279,0.0,0.02880384773015976,0.0,-6.150484561920166,0.0,0.0
0.0,0.9800000190734863,0.0,0.028725307434797287,0.0,-6.305446147918701,0.0,0.0
0.0,1.0,0.0,0.02331942692399025,0.0,-6.305446147918701,0.0,0.0
0.0,1.0199999809265137,0.0,0.028725307434797287,0.0,-6.150484561920166,0.0,0.0
0.0,1.0399999618530273,0.0,0.02877243049442768,0.0,-6.16093635559082,0.0,0.0
0.0,1.059999942779541,0.0,0.01952524296939373,0.0,-6.305446147918701,0.0,0.0
0.0,1.0800000429153442,0.0,0.032616034150123596,0.0,-6.305446147918701,0.0,0.0
0.0,1.100000023841858,0.0,0.02842685580253601,0.0,-6.076817512512207,0.0,0.0
0.0,1.1200000047683716,0.0,0.028693892061710358,0.0,-6.233610153198242,0.0,0.0
0.0,1.1399999856948853,0.0,0.03288307040929794,0.0,-6.076817512512207,0.0,0.0
0.0,1.159999966621399,0.0,0.023240886628627777,0.0,-6.305446147918701,0.0,0.0
0.0,1.1799999475479126,0.0,0.04144373908638954,0.0,-6.233610153198242,0.0,0.0
0.0,1.2000000476837158,0.0,0.02894521877169609,0.0,-6.16093635559082,0.0,0.0
0.0,1.2200000286102295,0.0,0.0291180070489645,0.0,-6.233610153198242,0.0,0.0
0.0,1.2400000095367432,0.0,0.04213488847017288,0.0,-6.233610153198242,0.0,0.0
0.0,1.2599999904632568,0.0,0.03809795156121254,0.0,-6.233610153198242,0.0,0.0
0.0,1.2799999713897705,0.0,0.023256594315171242,0.0,-6.305446147918701,0.0,0.0
0.0,1.2999999523162842,0.0,0.03817649185657501,0.0,-6.305446147918701,0.0,0.0
0.0,1.3200000524520874,0.0,0.038145072758197784,0.0,-6.446718215942383,0.0,0.0
0.0,1.340000033378601,0.0,0.03861631453037262,0.0,-6.376473426818848,0.0,0.0
0.0,1.3600000143051147,0.0,0.02335084229707718,0.0,-6.16093635559082,0.0,0.0
0.0,1.3799999952316284,0.0,0.029055174440145493,0.0,-6.376473426818848,0.0,0.0
0.0,1.399999976158142,0.0,0.03850635886192322,0.0,-6.305446147918701,0.0,0.0
0.0,1.4199999570846558,0.0,0.02317805588245392,0.0,-6.076817512512207,0.0,0.0
0.0,1.440000057220459,0.0,0.023256594315171242,0.0,-6.16093635559082,0.0,0.0
0.0,1.4600000381469727,0.0,0.02891380339860916,0.0,-6.233610153198242,0.0,0.0
0.0,1.4800000190734863,0.0,0.028850970789790154,0.0,-6.16093635559082,0.0,0.0
0.0,1.5,0.0,0.038255028426647186,0.0,-6.233610153198242,0.0,0.0
0.0,1.5199999809265137,0.0,0.023225178942084312,0.0,-6.243922710418701,0.0,0.0
0.0,1.5399999618530273,0.0,0.0290080513805151,0.0,-6.16093635559082,0.0,0.0
0.0,1.559999942779541,0.0,0.023366549983620644,0.0,-6.305446147918701,0.0,0.0
0.0,1.5800000429153442,0.0,0.03850635886192322,0.0,-6.254218578338623,0.0,0.0
0.0,1.600000023841858,0.0,0.023209471255540848,0.0,-6.305446147918701,0.0,0.0
0.0,1.6200000047683716,0.0,0.028960926458239555,0.0,-6.181787490844727,0.0,0.0
0.0,1.6399999856948853,0.0,0.029086589813232422,0.0,-6.233610153198242,0.0,0.0
0.0,1.659999966621399,0.0,0.038396403193473816,0.0,-6.3966217041015625,0.0,0.0
0.0,1.6799999475479126,0.0,0.038663435727357864,0.0,-6.535924434661865,0.0,0.0
0.0,1.7000000476837158,0.0,0.029212255030870438,0.0,-6.466648101806641,0.0,0.0
