GPS_TOW,time,高度,攻角,法向加速度,空速,滚转角,俯仰角
0.0,0.019999999552965164,0.0,0.07221320271492004,0.0,-4.944315433502197,0.0,0.0
0.0,0.03999999910593033,0.0,0.06268179416656494,0.0,-4.825786590576172,0.0,0.0
0.0,0.05999999865889549,0.0,0.08142810314893723,0.0,-4.944315433502197,0.0,0.0
0.0,0.07999999821186066,0.0,0.07620067894458771,0.0,-5.123247146606445,0.0,0.0
0.0,0.10000000149011612,0.0,0.06272891908884048,0.0,-4.825786590576172,0.0,0.0
0.0,0.11999999731779099,0.0,0.05345583334565163,0.0,-5.047338962554932,0.0,0.0
0.0,0.14000000059604645,0.0,0.062446173280477524,0.0,-4.944315433502197,0.0,0.0
0.0,0.1599999964237213,0.0,0.05688377842307091,0.0,-5.247322082519531,0.0,0.0
0.0,0.18000000715255737,0.0,0.07207182794809341,0.0,-5.047338962554932,0.0,0.0
0.0,0.20000000298023224,0.0,0.07241740077733994,0.0,-4.944315433502197,0.0,0.0
0.0,0.2199999988079071,0.0,0.08169513940811157,0.0,-4.944315433502197,0.0,0.0
0.0,0.23999999463558197,0.0,0.07199329137802124,0.0,-5.034576416015625,0.0,0.0
0.0,0.25999999046325684,0.0,0.06232050806283951,0.0,-5.123247146606445,0.0,0.0
0.0,0.2800000011920929,0.0,0.06261896342039108,0.0,-5.034576416015625,0.0,0.0
0.0,0.30000001192092896,0.0,0.0716320052742958,0.0,-5.308272361755371,0.0,0.0
0.0,0.3199999928474426,0.0,0.05325163155794144,0.0,-5.034576416015625,0.0,0.0
0.0,0.3400000035762787,0.0,0.07215036451816559,0.0,-5.487063407897949,0.0,0.0
0.0,0.36000001430511475,0.0,0.09097689390182495,0.0,-5.3924455642700195,0.0,0.0
0.0,0.3799999952316284,0.0,0.07218178361654282,0.0,-5.308272361755371,0.0,0.0
0.0,0.4000000059604645,0.0,0.07221320271492004,0.0,-5.222743034362793,0.0,0.0
0.0,0.41999998688697815,0.0,0.05271755903959274,0.0,-5.123247146606445,0.0,0.0
0.0,0.4399999976158142,0.0,0.07193045318126678,0.0,-4.944315433502197,0.0,0.0
0.0,0.46000000834465027,0.0,0.07221320271492004,0.0,-5.308272361755371,0.0,0.0
0.0,0.47999998927116394,0.0,0.09074126929044724,0.0,-5.123247146606445,0.0,0.0
0.0,0.5,0.0,0.0911339744925499,0.0,-5.308272361755371,0.0,0.0
