Flight
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
261.1000061035156
260.6771850585937
260.6771850585937
260.25689697265625
260.01202392578125
259.7613220214844
259.1772766113281
258.5251770019531
258.2008056640625
258.1091003417969
258.0694885253906
257.97149658203125
257.9629211425781
258.02801513671875
258.1061096191406
258.115966796875
258.0740051269531
258.09521484375
258.1302185058594
258.1936340332031
258.2735900878906
258.3273010253906
258.3764038085937
258.3992614746094
258.4154968261719
258.37457275390625
258.3342590332031
258.43328857421875
258.5457763671875
258.60675048828125
258.5729675292969
258.5995178222656
258.7810974121094
259.0863342285156
259.3592529296875
259.72900390625
260.2474975585937
260.6859130859375
261.128173828125
261.4209289550781
261.5361022949219
261.5409545898437
261.57080078125
261.69000244140625
261.9646301269531
263.056884765625
264.1668395996094
264.1668395996094
264.1668395996094
264.1668395996094
259.7014465332031
261.0117492675781
261.4804382324219
261.3930358886719
261.3318176269531
261.26544189453125
260.9654235839844
260.8019104003906
260.6387634277344
260.4256591796875
260.4008483886719
260.58056640625
260.4972229003906
260.229248046875
260.1075134277344
254.8090057373047
250.9438934326172
258.7935791015625
263.8281555175781
267.2882385253906
270.6047058105469
274.7172546386719
278.8580627441406
282.9561462402344
287.0438232421875
290.6352233886719
294.6596069335937
298.8824768066406
303.86834716796875
308.5446472167969
313.0817565917969
317.2556457519531
319.90631103515625
319.24188232421875
315.7386169433594
314.0784912109375
316.4728698730469
319.2658386230469
320.92803955078125
329.78131103515625
335.3868713378906
338.70635986328125
340.4571838378906
341.6630859375
344.3196105957031
344.85675048828125
344.6629638671875
346.2153015136719
347.6393127441406
347.2921142578125
345.0745849609375
340.9548645019531
339.6449584960937
337.5908203125
334.80859375
332.0846252441406
333.2449645996094
334.57244873046875
334.774658203125
334.7128295898437
332.7592163085937
331.747802734375
330.724609375
329.51470947265625
328.4356994628906
327.26141357421875
325.9161682128906
324.6704406738281
323.55499267578125
322.4188842773437
321.7375793457031
322.8011169433594
322.1852111816406
320.9287414550781
319.56256103515625
318.37652587890625
317.5373840332031
316.7256164550781
315.8994140625
315.312744140625
314.7242126464844
314.00592041015625
313.2764587402344
312.1268920898437
311.23004150390625
310.1877746582031
308.7676696777344
